"Year","CITATION","SAMPLE NAME","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE, PREFIX","ALTERATION TYPE","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","RIM/CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","METHOD","COMMENT","INSTITUTION","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3T(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","LOI(WT%)","SC(PPM)","V(PPM)","CR(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","PB(PPM)","TH(PPM)","TH(PPM)","U(PPM)","ND143_ND144","SM147_ND144","PB207_PB206","PB208_PB206","PB206_U238","ALBITE(MOL%)","ANORTHITE(MOL%)","ORTHOCLASE(MOL%)","ULVOSPINEL(MOL%)","AGE(MA)",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN017B","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","BASALT","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","IGN","","UNIVERSITÄT MAINZ","","","","","","","","","","","","","3.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN011B","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","BASALT","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","IGN","","UNIVERSITÄT MAINZ","","","","","","","","","","","","","2.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN063B","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANDESITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","IGN","","UNIVERSITÄT MAINZ","","","","","","","","","","","","","3.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN019C","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANDESITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","IGN","","UNIVERSITÄT MAINZ","","","","","","","","","","","","","2.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN070B","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","DACITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","IGN","","UNIVERSITÄT MAINZ","","","","","","","","","","","","","1.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN020A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","DACITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","IGN","","UNIVERSITÄT MAINZ","","","","","","","","","","","","","1.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN001C","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","DACITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","IGN","","UNIVERSITÄT MAINZ","","","","","","","","","","","","","1.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN081B","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","DACITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","IGN","","UNIVERSITÄT MAINZ","","","","","","","","","","","","","1.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN005A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","DACITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","IGN","","UNIVERSITÄT MAINZ","","","","","","","","","","","","","1.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN017C","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","DACITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","IGN","","UNIVERSITÄT MAINZ","","","","","","","","","","","","","2.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN004A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","DACITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","IGN","","UNIVERSITÄT MAINZ","","","","","","","","","","","","","1.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN009A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","DACITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","IGN","","UNIVERSITÄT MAINZ","","","","","","","","","","","","","0.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN013A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","DACITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","IGN","","UNIVERSITÄT MAINZ","","","","","","","","","","","","","0.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN021A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","DACITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","IGN","","UNIVERSITÄT MAINZ","","","","","","","","","","","","","1.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN068C","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","IGN","","UNIVERSITÄT MAINZ","","","","","","","","","","","","","1.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN015A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","IGN","","UNIVERSITÄT MAINZ","","","","","","","","","","","","","0.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN026A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","IGN","","UNIVERSITÄT MAINZ","","","","","","","","","","","","","0.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN019D","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","IGN","","UNIVERSITÄT MAINZ","","","","","","","","","","","","","1.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN019A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","IGN","","UNIVERSITÄT MAINZ","","","","","","","","","","","","","1.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN054C","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","IGN","","UNIVERSITÄT MAINZ","","","","","","","","","","","","","1.69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN064B","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","BASALT","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","ICPMS","","UNIVERSITÄT GÖTTINGEN","","","","","","","","","","","","","","0","","","","","","","","","","","","0.8","0.1","","4","10","1.5","8.1","2","1.2","2.7","0.43","2.4","0.53","1.2","0.22","1.3","0.21","0.4","0","0.03","0.03","0.03","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN069A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","BASALT","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","ICPMS","","UNIVERSITÄT GÖTTINGEN","","","","","","","","","","","","","","41","","","","","","","","","","","","1.9","0.4","","7","17","2.5","12","3.2","1.1","3","0.47","2.9","0.58","1.7","0.24","1.6","0.23","1.1","2.9","0.7","0.7","0.3","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN068A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","BASALT","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","ICPMS","","UNIVERSITÄT GÖTTINGEN","","","","","","","","","","","","","","33","","","","","","","","","","","","5.4","0.2","","9","23","3.3","16.3","4.2","1.4","4","0.65","4.3","0.83","2.4","0.35","2.3","0.34","1.7","5.3","0.4","0.4","0.2","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN022A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","BASALT","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","ICPMS","","UNIVERSITÄT GÖTTINGEN","","","","","","","","","","","","","","34","","","","","","","","","","","","1.7","0.5","","7","16","2.2","10.9","2.6","0.9","2.3","0.36","2.3","0.46","1.3","0.2","1.2","0.2","1.2","5.9","1","1","0.4","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN017B","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","BASALT","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","ICPMS","","UNIVERSITÄT GÖTTINGEN","","","","","","","","","","","","","","32","","","","","","","","","","","","3","0.1","","11","26","3.7","17.7","4.3","1.3","4","0.6","3.7","0.73","2.1","0.29","2","0.3","1.5","8.1","1.1","1.1","0.5","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN011B","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","BASALT","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","ICPMS","","UNIVERSITÄT GÖTTINGEN","","","","","","","","","","","","","","0","","","","","","","","","","","","3","0.4","","9","21","2.8","13.5","3.7","1.5","4.6","0.79","4.5","1.03","2.8","0.37","2.5","0.37","2","0","0.9","0.9","0.4","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN019C","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANDESITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","ICPMS","","UNIVERSITÄT GÖTTINGEN","","","","","","","","","","","","","","25","","","","","","","","","","","","6.9","0.5","","13","33","4.5","21.8","5.8","1.9","5.4","0.83","5.4","1.08","3","0.45","2.9","0.45","2.5","5.6","1.3","1.3","0.5","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN020A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","DACITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","ICPMS","","UNIVERSITÄT GÖTTINGEN","","","","","","","","","","","","","","16","","","","","","","","","","","","9.1","0.6","","18","46","6.1","27.6","6.8","1.9","6","0.95","6.1","1.26","3.6","0.57","4","0.6","4","7","2.5","2.5","1","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN081B","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","DACITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","ICPMS","","UNIVERSITÄT GÖTTINGEN","","","","","","","","","","","","","","14","","","","","","","","","","","","5.3","0.9","","12","27","3.5","14.7","3.5","1.5","3","0.47","3","0.62","1.7","0.27","1.9","0.3","1.8","4.8","1.8","1.8","0.8","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN021A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","DACITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","ICPMS","","UNIVERSITÄT GÖTTINGEN","","","","","","","","","","","","","","9","","","","","","","","","","","","8.1","0.3","","21","48","6","24.8","5.4","1.4","4.5","0.72","4.4","0.93","2.7","0.45","3.2","0.49","3.9","12","3.7","3.7","1.4","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN068C","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","ICPMS","","UNIVERSITÄT GÖTTINGEN","","","","","","","","","","","","","","7","","","","","","","","","","","","4.8","0.1","","14","31","3.5","13.9","2.7","0.7","2.2","0.34","2","0.42","1.3","0.2","1.5","0.23","2.5","4.6","3.1","3.1","1.1","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN026A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","ICPMS","","UNIVERSITÄT GÖTTINGEN","","","","","","","","","","","","","","7","","","","","","","","","","","","7.4","0.9","","18","42","5","20.5","4.4","1.2","3.9","0.62","3.9","0.83","2.4","0.39","2.8","0.44","3.8","18.9","4.1","4.1","1.5","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN026A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","1-1","","PRIMARY","SHRIMP","","CURTIN UNIVERSITY OF TECHNOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","17","41","","","0.0675","0.1255","0.1255","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN026A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","2-1","","PRIMARY","SHRIMP","","CURTIN UNIVERSITY OF TECHNOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","36","79","","","0.0677","0.1393","0.1417","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN026A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","3-1","","PRIMARY","SHRIMP","","CURTIN UNIVERSITY OF TECHNOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","47","357","","","0.0584","0.0402","0.0884","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN026A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","1-1","","PRIMARY","PB206_U238 AGE","","CURTIN UNIVERSITY OF TECHNOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","762",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN026A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","2-1","","PRIMARY","PB206_U238 AGE","","CURTIN UNIVERSITY OF TECHNOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","854",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN026A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","3-1","","PRIMARY","PB206_U238 AGE","","CURTIN UNIVERSITY OF TECHNOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","546",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN026A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","1-1","","PRIMARY","PB207_U235 AGE","","CURTIN UNIVERSITY OF TECHNOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","786",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN026A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","2-1","","PRIMARY","PB207_U235 AGE","","CURTIN UNIVERSITY OF TECHNOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","856",
